samplename_index_lane readgroup_id readgroup_platform path_to_R1_fastq_file path_to_R2_fastq_file
SorACeb001_Ex18E_L2 22FF32LT3:2 illumina historical/Sor-ACeb_001-Ex1-8E-lcwgs-1-2-L2-1.fq.gz historical/Sor-ACeb_001-Ex1-8E-lcwgs-1-2-L2-2.fq.gz
SorACeb001_Ex18E_L3 22FF32LT3:3 illumina historical/Sor-ACeb_001-Ex1-8E-lcwgs-1-2-L3-1.fq.gz historical/Sor-ACeb_001-Ex1-8E-lcwgs-1-2-L3-2.fq.gz
SorACeb001_Ex18E_L4 HJFC3CCX2:4 illumina historical/Sor-ACeb_001-Ex1-8E-lcwgs-1-T.1.fq.gz historical/Sor-ACeb_001-Ex1-8E-lcwgs-1-T.2.fq.gz
SorACeb002_Ex19E_L2 22FF32LT3:2 illumina historical/Sor-ACeb_002-Ex1-9E-lcwgs-1-2-L2-1.fq.gz historical/Sor-ACeb_002-Ex1-9E-lcwgs-1-2-L2-2.fq.gz
SorACeb002_Ex19E_L3 22FF32LT3:3 illumina historical/Sor-ACeb_002-Ex1-9E-lcwgs-1-2-L3-1.fq.gz historical/Sor-ACeb_002-Ex1-9E-lcwgs-1-2-L3-2.fq.gz
SorACeb002_Ex19E_L4 HJFC3CCX2:4 illumina historical/Sor-ACeb_002-Ex1-9E-lcwgs-1-T.1.fq.gz historical/Sor-ACeb_002-Ex1-9E-lcwgs-1-T.2.fq.gz
SorACeb003_Ex110E_L2 22FF32LT3:2 illumina historical/Sor-ACeb_003-Ex1-10E-lcwgs-1-2-L2-1.fq.gz historical/Sor-ACeb_003-Ex1-10E-lcwgs-1-2-L2-2.fq.gz
SorACeb003_Ex110E_L3 22FF32LT3:3 illumina historical/Sor-ACeb_003-Ex1-10E-lcwgs-1-2-L3-1.fq.gz historical/Sor-ACeb_003-Ex1-10E-lcwgs-1-2-L3-2.fq.gz
SorACeb003_Ex110E_L4 HJFC3CCX2:4 illumina historical/Sor-ACeb_003-Ex1-10E-lcwgs-1-T.1.fq.gz historical/Sor-ACeb_003-Ex1-10E-lcwgs-1-T.2.fq.gz
SorACeb004_Ex111E_L2 22FF32LT3:2 illumina historical/Sor-ACeb_004-Ex1-11E-lcwgs-1-2-L2-1.fq.gz historical/Sor-ACeb_004-Ex1-11E-lcwgs-1-2-L2-2.fq.gz
SorACeb004_Ex111E_L3 22FF32LT3:3 illumina historical/Sor-ACeb_004-Ex1-11E-lcwgs-1-2-L3-1.fq.gz historical/Sor-ACeb_004-Ex1-11E-lcwgs-1-2-L3-2.fq.gz
SorACeb004_Ex111E_L4 HJFC3CCX2:4 illumina historical/Sor-ACeb_004-Ex1-11E-lcwgs-1-T.1.fq.gz historical/Sor-ACeb_004-Ex1-11E-lcwgs-1-T.2.fq.gz
SorACeb005_Ex112E_L2 22FF32LT3:2 illumina historical/Sor-ACeb_005-Ex1-12E-lcwgs-1-2-L2-1.fq.gz historical/Sor-ACeb_005-Ex1-12E-lcwgs-1-2-L2-2.fq.gz
SorACeb005_Ex112E_L3 22FF32LT3:3 illumina historical/Sor-ACeb_005-Ex1-12E-lcwgs-1-2-L3-1.fq.gz historical/Sor-ACeb_005-Ex1-12E-lcwgs-1-2-L3-2.fq.gz
SorACeb005_Ex112E_L4 HJFC3CCX2:4 illumina historical/Sor-ACeb_005-Ex1-12E-lcwgs-1-T.1.fq.gz historical/Sor-ACeb_005-Ex1-12E-lcwgs-1-T.2.fq.gz
SorACeb006_Ex11F_L2 22FF32LT3:2 illumina historical/Sor-ACeb_006-Ex1-1F-lcwgs-1-2-L2-1.fq.gz historical/Sor-ACeb_006-Ex1-1F-lcwgs-1-2-L2-2.fq.gz
SorACeb006_Ex11F_L3 22FF32LT3:3 illumina historical/Sor-ACeb_006-Ex1-1F-lcwgs-1-2-L3-1.fq.gz historical/Sor-ACeb_006-Ex1-1F-lcwgs-1-2-L3-2.fq.gz
SorACeb006_Ex11F_L4 HJFC3CCX2:4 illumina historical/Sor-ACeb_006-Ex1-1F-lcwgs-1-T.1.fq.gz historical/Sor-ACeb_006-Ex1-1F-lcwgs-1-T.2.fq.gz
SorACeb007_Ex12F_L2 22FF32LT3:2 illumina historical/Sor-ACeb_007-Ex1-2F-lcwgs-1-2-L2-1.fq.gz historical/Sor-ACeb_007-Ex1-2F-lcwgs-1-2-L2-2.fq.gz
SorACeb007_Ex12F_L3 22FF32LT3:3 illumina historical/Sor-ACeb_007-Ex1-2F-lcwgs-1-2-L3-1.fq.gz historical/Sor-ACeb_007-Ex1-2F-lcwgs-1-2-L3-2.fq.gz
SorACeb007_Ex12F_L4 HJFC3CCX2:4 illumina historical/Sor-ACeb_007-Ex1-2F-lcwgs-1-T.1.fq.gz historical/Sor-ACeb_007-Ex1-2F-lcwgs-1-T.2.fq.gz
SorACeb008_Ex13F_L2 22FF32LT3:2 illumina historical/Sor-ACeb_008-Ex1-3F-lcwgs-1-2-L2-1.fq.gz historical/Sor-ACeb_008-Ex1-3F-lcwgs-1-2-L2-2.fq.gz
SorACeb008_Ex13F_L3 22FF32LT3:3 illumina historical/Sor-ACeb_008-Ex1-3F-lcwgs-1-2-L3-1.fq.gz historical/Sor-ACeb_008-Ex1-3F-lcwgs-1-2-L3-2.fq.gz
SorACeb008_Ex13F_L4 HJFC3CCX2:4 illumina historical/Sor-ACeb_008-Ex1-3F-lcwgs-1-T.1.fq.gz historical/Sor-ACeb_008-Ex1-3F-lcwgs-1-T.2.fq.gz
SorACeb009_Ex14F_L2 22FF32LT3:2 illumina historical/Sor-ACeb_009-Ex1-4F-lcwgs-1-2-L2-1.fq.gz historical/Sor-ACeb_009-Ex1-4F-lcwgs-1-2-L2-2.fq.gz
SorACeb009_Ex14F_L3 22FF32LT3:3 illumina historical/Sor-ACeb_009-Ex1-4F-lcwgs-1-2-L3-1.fq.gz historical/Sor-ACeb_009-Ex1-4F-lcwgs-1-2-L3-2.fq.gz
SorACeb009_Ex14F_L4 HJFC3CCX2:4 illumina historical/Sor-ACeb_009-Ex1-4F-lcwgs-1-T.1.fq.gz historical/Sor-ACeb_009-Ex1-4F-lcwgs-1-T.2.fq.gz
