Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
Sor-ABur_001-Ex1-6G-lcwgs-1-T.clmp.fp2_repr.R1	Sor-ABur_001-Ex1-6G-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1225701.0	0.0	33-150	35.0	98.08110259634356	101.83600160234838	pass	pass	pass	pass	pass	warn	pass	warn	pass	pass	pass
Sor-ABur_001-Ex1-6G-lcwgs-1-T.clmp.fp2_repr.R2	Sor-ABur_001-Ex1-6G-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1225701.0	0.0	33-150	35.0	98.13996491729569	101.16241726163233	pass	pass	pass	pass	pass	warn	pass	warn	pass	pass	pass
Sor-ABur_002-Ex1-7G-lcwgs-1-T.clmp.fp2_repr.R1	Sor-ABur_002-Ex1-7G-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	635750.0	0.0	33-150	34.0	97.95346848639376	104.08184821077468	pass	pass	pass	pass	pass	warn	pass	warn	pass	pass	pass
Sor-ABur_002-Ex1-7G-lcwgs-1-T.clmp.fp2_repr.R2	Sor-ABur_002-Ex1-7G-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	635750.0	0.0	33-150	34.0	98.13821153457994	103.44766968147857	pass	pass	pass	pass	pass	warn	pass	warn	pass	pass	pass
Sor-ABur_003-Ex1-8G-lcwgs-1-T.clmp.fp2_repr.R1	Sor-ABur_003-Ex1-8G-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2563404.0	0.0	33-150	34.0	98.8773715646477	94.93746791375843	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
Sor-ABur_003-Ex1-8G-lcwgs-1-T.clmp.fp2_repr.R2	Sor-ABur_003-Ex1-8G-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2563404.0	0.0	33-150	34.0	98.93692878816104	94.48077205153773	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
Sor-ABur_004-Ex1-9G-lcwgs-1-T.clmp.fp2_repr.R1	Sor-ABur_004-Ex1-9G-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1380613.0	0.0	33-150	35.0	98.38884720380032	99.87635347486949	pass	pass	pass	pass	pass	warn	pass	warn	pass	pass	pass
Sor-ABur_004-Ex1-9G-lcwgs-1-T.clmp.fp2_repr.R2	Sor-ABur_004-Ex1-9G-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1380613.0	0.0	33-150	35.0	98.46176658149837	99.24254950518356	pass	pass	pass	pass	pass	warn	pass	warn	pass	pass	pass
Sor-ABur_005-Ex1-10G-lcwgs-1-T.clmp.fp2_repr.R1	Sor-ABur_005-Ex1-10G-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1274223.0	0.0	33-150	35.0	98.34555915599087	94.69657822845765	pass	pass	pass	pass	pass	warn	pass	warn	pass	pass	pass
Sor-ABur_005-Ex1-10G-lcwgs-1-T.clmp.fp2_repr.R2	Sor-ABur_005-Ex1-10G-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1274223.0	0.0	33-150	35.0	98.43783809188365	94.09937742451675	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
Sor-ABur_006-Ex1-11G-lcwgs-1-T.clmp.fp2_repr.R1	Sor-ABur_006-Ex1-11G-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2026319.0	0.0	33-150	35.0	97.5106851216271	97.53274879226815	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
Sor-ABur_006-Ex1-11G-lcwgs-1-T.clmp.fp2_repr.R2	Sor-ABur_006-Ex1-11G-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2026319.0	0.0	33-150	35.0	97.57566869466987	96.90697516037702	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
Sor-ABur_007-Ex1-12G-lcwgs-1-T.clmp.fp2_repr.R1	Sor-ABur_007-Ex1-12G-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1248030.0	0.0	33-150	35.0	98.7119858312399	97.14403499915868	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
Sor-ABur_007-Ex1-12G-lcwgs-1-T.clmp.fp2_repr.R2	Sor-ABur_007-Ex1-12G-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1248030.0	0.0	33-150	35.0	98.7812987980768	96.56286787977854	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
Sor-ABur_008-Ex1-1H-lcwgs-1-T.clmp.fp2_repr.R1	Sor-ABur_008-Ex1-1H-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1760086.0	0.0	33-150	35.0	98.26618417515179	100.83453535793137	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
