Sequence_Name	Extraction_ID
SoC0600801A	Sor-CPnd_008-Ex1-1A-lcwgs-1-3
SoC0601601B	Sor-CPnd_016-Ex1-1B-lcwgs-1-3
SoC0600701C	Sor-CPnd_007-Ex1-1C-lcwgs-1-3
SoC0604301D	Sor-CPnd_043-Ex1-1D-lcwgs-1-3
SoC0601801E	Sor-CPnd_018-Ex1-1E-lcwgs-1-3
SoC0601401F	Sor-CPnd_014-Ex1-1F-lcwgs-1-3
SoC0600401G	Sor-CPnd_004-Ex1-1G-lcwgs-1-3
SoC0601001H	Sor-CPnd_010-Ex1-1H-lcwgs-1-3
SoC0603802A	Sor-CPnd_038-Ex1-2A-lcwgs-1-3
SoC0600302B	Sor-CPnd_003-Ex1-2B-lcwgs-1-3
SoC0605302C	Sor-CPnd_053-Ex1-2C-lcwgs-1-3
SoC0600602D	Sor-CPnd_006-Ex1-2D-lcwgs-1-3
SoC0602002E	Sor-CPnd_020-Ex1-2E-lcwgs-1-3
SoC0603302F	Sor-CPnd_033-Ex1-2F-lcwgs-1-3
SoC0605802G	Sor-CPnd_058-Ex1-2G-lcwgs-1-3
SoC0603002H	Sor-CPnd_030-Ex1-2H-lcwgs-1-3
SoC0602803A	Sor-CPnd_028-Ex1-3A-lcwgs-1-3
SoC0604903B	Sor-CPnd_049-Ex1-3B-lcwgs-1-3
SoC0602703C	Sor-CPnd_027-Ex1-3C-lcwgs-1-3
SoC0600503D	Sor-CPnd_005-Ex1-3D-lcwgs-1-3
SoC0600103E	Sor-CPnd_001-Ex1-3E-lcwgs-1-3
SoC0605003F	Sor-CPnd_050-Ex1-3F-lcwgs-1-3
SoC0601703G	Sor-CPnd_017-Ex1-3G-lcwgs-1-3
SoC0602603H	Sor-CPnd_026-Ex1-3H-lcwgs-1-3
SoC0603404G	Sor-CPnd_034-Ex1-4G-lcwgs-1-3
SoC0604605A	Sor-CPnd_046-Ex1-5A-lcwgs-1-3
SoC0601205B	Sor-CPnd_012-Ex1-5B-lcwgs-1-3
SoC0603605C	Sor-CPnd_036-Ex1-5C-lcwgs-1-3
SoC0603105D	Sor-CPnd_031-Ex1-5D-lcwgs-1-3
SoC0600205E	Sor-CPnd_002-Ex1-5E-lcwgs-1-3
SoC0601505F	Sor-CPnd_015-Ex1-5F-lcwgs-1-3
SoC0602405G	Sor-CPnd_024-Ex1-5G-lcwgs-1-3
SoC0600906A	Sor-CPnd_009-Ex1-6A-lcwgs-1-3
SoC0606906B	Sor-CPnd_069-Ex1-6B-lcwgs-1-3
SoC0603706C	Sor-CPnd_037-Ex1-6C-lcwgs-1-3
SoC0605206D	Sor-CPnd_052-Ex1-6D-lcwgs-1-3
SoC0601906G	Sor-CPnd_019-Ex1-6G-lcwgs-1-3
SoC0604107A	Sor-CPnd_041-Ex1-7A-lcwgs-1-3
SoC0604507B	Sor-CPnd_045-Ex1-7B-lcwgs-1-3
SoC0602207C	Sor-CPnd_022-Ex1-7C-lcwgs-1-3
SoC0606307D	Sor-CPnd_063-Ex1-7D-lcwgs-1-3
SoC0601307F	Sor-CPnd_013-Ex1-7F-lcwgs-1-3
SoC0605507G	Sor-CPnd_055-Ex1-7G-lcwgs-1-3
SoC0606608B	Sor-CPnd_066-Ex1-8B-lcwgs-1-3
SoC0607208C	Sor-CPnd_072-Ex1-8C-lcwgs-1-3
SoC0602908E	Sor-CPnd_029-Ex1-8E-lcwgs-1-3
SoC0605408F	Sor-CPnd_054-Ex1-8F-lcwgs-1-3
SoC0604408G	Sor-CPnd_044-Ex1-8G-lcwgs-1-3
