Sample	Passed Filter	Low Quality	Too Many N	Too Short	Too Long
Sor-CPnd_001-Ex1-3E-lcwgs-1-3.clmp.r1r2_fastp	11046004.0	0.0	0.0	40770.0	0.0
Sor-CPnd_002-Ex1-5E-lcwgs-1-3.clmp.r1r2_fastp	10624328.0	0.0	0.0	34126.0	0.0
Sor-CPnd_003-Ex1-2B-lcwgs-1-3.clmp.r1r2_fastp	13141630.0	0.0	0.0	47428.0	0.0
Sor-CPnd_004-Ex1-1G-lcwgs-1-3.clmp.r1r2_fastp	19450162.0	0.0	0.0	60444.0	0.0
Sor-CPnd_005-Ex1-3D-lcwgs-1-3.clmp.r1r2_fastp	7717626.0	0.0	0.0	30516.0	0.0
Sor-CPnd_006-Ex1-2D-lcwgs-1-3.clmp.r1r2_fastp	20045256.0	0.0	0.0	72446.0	0.0
Sor-CPnd_007-Ex1-1C-lcwgs-1-3.clmp.r1r2_fastp	5764494.0	0.0	0.0	20302.0	0.0
Sor-CPnd_008-Ex1-1A-lcwgs-1-3.clmp.r1r2_fastp	25439022.0	0.0	0.0	137046.0	0.0
Sor-CPnd_009-Ex1-6A-lcwgs-1-3.clmp.r1r2_fastp	19807886.0	0.0	0.0	68722.0	0.0
Sor-CPnd_010-Ex1-1H-lcwgs-1-3.clmp.r1r2_fastp	2477148.0	0.0	0.0	7826.0	0.0
Sor-CPnd_012-Ex1-5B-lcwgs-1-3.clmp.r1r2_fastp	9473198.0	0.0	0.0	32278.0	0.0
Sor-CPnd_013-Ex1-7F-lcwgs-1-3.clmp.r1r2_fastp	8544718.0	0.0	0.0	28634.0	0.0
Sor-CPnd_014-Ex1-1F-lcwgs-1-3.clmp.r1r2_fastp	18542908.0	0.0	0.0	58366.0	0.0
Sor-CPnd_015-Ex1-5F-lcwgs-1-3.clmp.r1r2_fastp	7851644.0	0.0	0.0	26494.0	0.0
Sor-CPnd_016-Ex1-1B-lcwgs-1-3.clmp.r1r2_fastp	33624304.0	0.0	0.0	134782.0	0.0
Sor-CPnd_017-Ex1-3G-lcwgs-1-3.clmp.r1r2_fastp	1573508.0	0.0	0.0	6052.0	0.0
Sor-CPnd_018-Ex1-1E-lcwgs-1-3.clmp.r1r2_fastp	8052676.0	0.0	0.0	24768.0	0.0
Sor-CPnd_019-Ex1-6G-lcwgs-1-3.clmp.r1r2_fastp	17195156.0	0.0	0.0	59988.0	0.0
Sor-CPnd_020-Ex1-2E-lcwgs-1-3.clmp.r1r2_fastp	20400180.0	0.0	0.0	73816.0	0.0
Sor-CPnd_022-Ex1-7C-lcwgs-1-3.clmp.r1r2_fastp	15671292.0	0.0	0.0	56912.0	0.0
Sor-CPnd_024-Ex1-5G-lcwgs-1-3.clmp.r1r2_fastp	5301132.0	0.0	0.0	17224.0	0.0
Sor-CPnd_026-Ex1-3H-lcwgs-1-3.clmp.r1r2_fastp	19775008.0	0.0	0.0	76636.0	0.0
Sor-CPnd_027-Ex1-3C-lcwgs-1-3.clmp.r1r2_fastp	9472070.0	0.0	0.0	39430.0	0.0
Sor-CPnd_028-Ex1-3A-lcwgs-1-3.clmp.r1r2_fastp	17191210.0	0.0	0.0	73448.0	0.0
Sor-CPnd_029-Ex1-8E-lcwgs-1-3.clmp.r1r2_fastp	23284242.0	0.0	0.0	87734.0	0.0
Sor-CPnd_030-Ex1-2H-lcwgs-1-3.clmp.r1r2_fastp	11098018.0	0.0	0.0	37986.0	0.0
Sor-CPnd_031-Ex1-5D-lcwgs-1-3.clmp.r1r2_fastp	20521902.0	0.0	0.0	70164.0	0.0
Sor-CPnd_033-Ex1-2F-lcwgs-1-3.clmp.r1r2_fastp	7734786.0	0.0	0.0	25758.0	0.0
Sor-CPnd_034-Ex1-4G-lcwgs-1-3.clmp.r1r2_fastp	5655192.0	0.0	0.0	18814.0	0.0
Sor-CPnd_036-Ex1-5C-lcwgs-1-3.clmp.r1r2_fastp	20310370.0	0.0	0.0	72142.0	0.0
Sor-CPnd_037-Ex1-6C-lcwgs-1-3.clmp.r1r2_fastp	10554856.0	0.0	0.0	40624.0	0.0
Sor-CPnd_038-Ex1-2A-lcwgs-1-3.clmp.r1r2_fastp	23703274.0	0.0	0.0	98544.0	0.0
Sor-CPnd_041-Ex1-7A-lcwgs-1-3.clmp.r1r2_fastp	29774082.0	0.0	0.0	97916.0	0.0
Sor-CPnd_043-Ex1-1D-lcwgs-1-3.clmp.r1r2_fastp	17225726.0	0.0	0.0	59224.0	0.0
Sor-CPnd_044-Ex1-8G-lcwgs-1-3.clmp.r1r2_fastp	22752828.0	0.0	0.0	83670.0	0.0
Sor-CPnd_045-Ex1-7B-lcwgs-1-3.clmp.r1r2_fastp	20471800.0	0.0	0.0	77146.0	0.0
Sor-CPnd_046-Ex1-5A-lcwgs-1-3.clmp.r1r2_fastp	6840342.0	0.0	0.0	22320.0	0.0
Sor-CPnd_049-Ex1-3B-lcwgs-1-3.clmp.r1r2_fastp	5102140.0	0.0	0.0	19116.0	0.0
Sor-CPnd_050-Ex1-3F-lcwgs-1-3.clmp.r1r2_fastp	17239608.0	0.0	0.0	65444.0	0.0
Sor-CPnd_052-Ex1-6D-lcwgs-1-3.clmp.r1r2_fastp	12312336.0	0.0	0.0	41536.0	0.0
Sor-CPnd_053-Ex1-2C-lcwgs-1-3.clmp.r1r2_fastp	9893498.0	0.0	0.0	39936.0	0.0
Sor-CPnd_054-Ex1-8F-lcwgs-1-3.clmp.r1r2_fastp	4429762.0	0.0	0.0	15108.0	0.0
Sor-CPnd_055-Ex1-7G-lcwgs-1-3.clmp.r1r2_fastp	16760048.0	0.0	0.0	56752.0	0.0
Sor-CPnd_058-Ex1-2G-lcwgs-1-3.clmp.r1r2_fastp	9152742.0	0.0	0.0	30782.0	0.0
Sor-CPnd_063-Ex1-7D-lcwgs-1-3.clmp.r1r2_fastp	18764606.0	0.0	0.0	62442.0	0.0
Sor-CPnd_066-Ex1-8B-lcwgs-1-3.clmp.r1r2_fastp	525718.0	0.0	0.0	2050.0	0.0
Sor-CPnd_069-Ex1-6B-lcwgs-1-3.clmp.r1r2_fastp	9973698.0	0.0	0.0	38188.0	0.0
Sor-CPnd_072-Ex1-8C-lcwgs-1-3.clmp.r1r2_fastp	24147622.0	0.0	0.0	109074.0	0.0
