Sample	Passed Filter	Low Quality	Too Many N	Low Complexity	Too Short	Too Long
Sor-ACeb_001-Ex1-8E-lcwgs-1-3-L2-fastp	5968018.0	85236.0	434.0	16108.0	76624.0	0.0
Sor-ACeb_001-Ex1-8E-lcwgs-1-3-L3-fastp	4718546.0	44134.0	374.0	12916.0	47386.0	0.0
Sor-ACeb_002-Ex1-9E-lcwgs-1-3-L2-fastp	8942044.0	117794.0	776.0	33810.0	236516.0	0.0
Sor-ACeb_002-Ex1-9E-lcwgs-1-3-L3-fastp	7201648.0	65132.0	524.0	39130.0	143208.0	0.0
Sor-ACeb_003-Ex1-10E-lcwgs-1-3-L2-fastp	15057464.0	137314.0	902.0	25518.0	168754.0	0.0
Sor-ACeb_003-Ex1-10E-lcwgs-1-3-L3-fastp	12173098.0	74610.0	736.0	23456.0	110850.0	0.0
Sor-ACeb_004-Ex1-11E-lcwgs-1-3-L2-fastp	30230150.0	351212.0	2228.0	134218.0	1041768.0	0.0
Sor-ACeb_004-Ex1-11E-lcwgs-1-3-L3-fastp	24758940.0	221502.0	1774.0	216288.0	609782.0	0.0
Sor-ACeb_005-Ex1-12E-lcwgs-1-3-L2-fastp	20087882.0	296738.0	1870.0	120414.0	741796.0	0.0
Sor-ACeb_005-Ex1-12E-lcwgs-1-3-L3-fastp	16363864.0	194450.0	1264.0	127924.0	440110.0	0.0
Sor-ACeb_006-Ex1-1F-lcwgs-1-3-L2-fastp	71151142.0	934458.0	5200.0	170882.0	874368.0	0.0
Sor-ACeb_006-Ex1-1F-lcwgs-1-3-L3-fastp	59591266.0	518564.0	4044.0	65512.0	595144.0	0.0
Sor-ACeb_007-Ex1-2F-lcwgs-1-3-L2-fastp	2686430.0	35834.0	208.0	9696.0	68018.0	0.0
Sor-ACeb_007-Ex1-2F-lcwgs-1-3-L3-fastp	2181450.0	23572.0	148.0	4532.0	45322.0	0.0
Sor-ACeb_008-Ex1-3F-lcwgs-1-3-L2-fastp	69046408.0	817596.0	4380.0	156112.0	1183000.0	0.0
