Sample	Passed Filter	Low Quality	Too Many N	Too Short	Too Long
Sor-ABur_001-Ex1-6G-lcwgs-1-T.clmp.r1r2_fastp	2718970.0	0.0	0.0	16686.0	0.0
Sor-ABur_002-Ex1-7G-lcwgs-1-T.clmp.r1r2_fastp	1415386.0	0.0	0.0	8864.0	0.0
Sor-ABur_003-Ex1-8G-lcwgs-1-T.clmp.r1r2_fastp	5646566.0	0.0	0.0	29554.0	0.0
Sor-ABur_004-Ex1-9G-lcwgs-1-T.clmp.r1r2_fastp	3049366.0	0.0	0.0	17496.0	0.0
Sor-ABur_005-Ex1-10G-lcwgs-1-T.clmp.r1r2_fastp	2844816.0	0.0	0.0	17526.0	0.0
Sor-ABur_006-Ex1-11G-lcwgs-1-T.clmp.r1r2_fastp	4491892.0	0.0	0.0	26446.0	0.0
Sor-ABur_007-Ex1-12G-lcwgs-1-T.clmp.r1r2_fastp	2758274.0	0.0	0.0	15194.0	0.0
Sor-ABur_008-Ex1-1H-lcwgs-1-T.clmp.r1r2_fastp	3983682.0	0.0	0.0	25238.0	0.0
Sor-ABur_009-Ex1-2H-lcwgs-1-T.clmp.r1r2_fastp	3348020.0	0.0	0.0	18798.0	0.0
Sor-ABur_010-Ex1-3H-lcwgs-1-T.clmp.r1r2_fastp	2110452.0	0.0	0.0	12314.0	0.0
Sor-ABur_011-Ex1-4H-lcwgs-1-T.clmp.r1r2_fastp	1392518.0	0.0	0.0	7060.0	0.0
Sor-ABur_012-Ex1-5H-lcwgs-1-T.clmp.r1r2_fastp	1283900.0	0.0	0.0	7536.0	0.0
Sor-ABur_013-Ex1-6H-lcwgs-1-T.clmp.r1r2_fastp	1329038.0	0.0	0.0	9208.0	0.0
Sor-ABur_014-Ex1-7H-lcwgs-1-T.clmp.r1r2_fastp	2669852.0	0.0	0.0	17200.0	0.0
Sor-ABur_015-Ex1-8H-lcwgs-1-T.clmp.r1r2_fastp	1579134.0	0.0	0.0	7968.0	0.0
Sor-ABur_016-Ex1-9H-lcwgs-1-T.clmp.r1r2_fastp	1587340.0	0.0	0.0	9090.0	0.0
Sor-ACan_001-Ex1-1A-lcwgs-1-T.clmp.r1r2_fastp	1903820.0	0.0	0.0	16892.0	0.0
Sor-ACan_002-Ex1-2A-lcwgs-1-T.clmp.r1r2_fastp	2035854.0	0.0	0.0	12374.0	0.0
Sor-ACan_003-Ex1-3A-lcwgs-1-T.clmp.r1r2_fastp	2092198.0	0.0	0.0	14332.0	0.0
Sor-ACan_004-Ex1-4A-lcwgs-1-T.clmp.r1r2_fastp	5125400.0	0.0	0.0	30576.0	0.0
Sor-ACan_005-Ex1-5A-lcwgs-1-T.clmp.r1r2_fastp	5001754.0	0.0	0.0	29262.0	0.0
Sor-ACan_006-Ex1-6A-lcwgs-1-T.clmp.r1r2_fastp	9762472.0	0.0	0.0	63402.0	0.0
Sor-ACan_007-Ex1-7A-lcwgs-1-T.clmp.r1r2_fastp	6076558.0	0.0	0.0	37378.0	0.0
