Sequence_Name	Extraction_ID
SoA0100101A	Sor-ACan_001-Ex1-1A-lcwgs-1-T
SoA0100106G	Sor-ABur_001-Ex1-6G-lcwgs-1-T
SoA0100108E	Sor-ACeb_001-Ex1-8E-lcwgs-1-T
SoA0100202A	Sor-ACan_002-Ex1-2A-lcwgs-1-T
SoA0100207G	Sor-ABur_002-Ex1-7G-lcwgs-1-T
SoA0100209E	Sor-ACeb_002-Ex1-9E-lcwgs-1-T
SoA0100303A	Sor-ACan_003-Ex1-3A-lcwgs-1-T
SoA0100308G	Sor-ABur_003-Ex1-8G-lcwgs-1-T
SoA0100310E	Sor-ACeb_003-Ex1-10E-lcwgs-1-T
SoA0100404A	Sor-ACan_004-Ex1-4A-lcwgs-1-T
SoA0100409G	Sor-ABur_004-Ex1-9G-lcwgs-1-T
SoA0100411E	Sor-ACeb_004-Ex1-11E-lcwgs-1-T
SoA0100505A	Sor-ACan_005-Ex1-5A-lcwgs-1-T
SoA0100510G	Sor-ABur_005-Ex1-10G-lcwgs-1-T
SoA0100512E	Sor-ACeb_005-Ex1-12E-lcwgs-1-T
SoA0100601F	Sor-ACeb_006-Ex1-1F-lcwgs-1-T
SoA0100606A	Sor-ACan_006-Ex1-6A-lcwgs-1-T
SoA0100611G	Sor-ABur_006-Ex1-11G-lcwgs-1-T
SoA0100702F	Sor-ACeb_007-Ex1-2F-lcwgs-1-T
SoA0100707A	Sor-ACan_007-Ex1-7A-lcwgs-1-T
SoA0100712G	Sor-ABur_007-Ex1-12G-lcwgs-1-T
SoA0100801H	Sor-ABur_008-Ex1-1H-lcwgs-1-T
SoA0100803F	Sor-ACeb_008-Ex1-3F-lcwgs-1-T
SoA0100808A	Sor-ACan_008-Ex1-8A-lcwgs-1-T
SoA0100902H	Sor-ABur_009-Ex1-2H-lcwgs-1-T
SoA0100904F	Sor-ACeb_009-Ex1-4F-lcwgs-1-T
SoA0100909A	Sor-ACan_009-Ex1-9A-lcwgs-1-T
SoA0101003H	Sor-ABur_010-Ex1-3H-lcwgs-1-T
SoA0101005F	Sor-ACeb_010-Ex1-5F-lcwgs-1-T
SoA0101010A	Sor-ACan_010-Ex1-10A-lcwgs-1-T
SoA0101104H	Sor-ABur_011-Ex1-4H-lcwgs-1-T
SoA0101106F	Sor-ACeb_011-Ex1-6F-lcwgs-1-T
SoA0101111A	Sor-ACan_011-Ex1-11A-lcwgs-1-T
SoA0101205H	Sor-ABur_012-Ex1-5H-lcwgs-1-T
SoA0101207F	Sor-ACeb_012-Ex1-7F-lcwgs-1-T
SoA0101212A	Sor-ACan_012-Ex1-12A-lcwgs-1-T
SoA0101301B	Sor-ACan_013-Ex1-1B-lcwgs-1-T
SoA0101306H	Sor-ABur_013-Ex1-6H-lcwgs-1-T
SoA0101308F	Sor-ACeb_013-Ex1-8F-lcwgs-1-T
SoA0101402B	Sor-ACan_014-Ex1-2B-lcwgs-1-T
SoA0101407H	Sor-ABur_014-Ex1-7H-lcwgs-1-T
SoA0101409F	Sor-ACeb_014-Ex1-9F-lcwgs-1-T
SoA0101503B	Sor-ACan_015-Ex1-3B-lcwgs-1-T
SoA0101508H	Sor-ABur_015-Ex1-8H-lcwgs-1-T
SoA0101510F	Sor-ACeb_015-Ex1-10F-lcwgs-1-T
SoA0101604B	Sor-ACan_016-Ex1-4B-lcwgs-1-T
SoA0101609H	Sor-ABur_016-Ex1-9H-lcwgs-1-T
SoA0101611F	Sor-ACeb_016-Ex1-11F-lcwgs-1-T
SoA0101705B	Sor-ACan_017-Ex1-5B-lcwgs-1-T
SoA0101712F	Sor-ACeb_017-Ex1-12F-lcwgs-1-T
SoA0101801G	Sor-ACeb_018-Ex1-1G-lcwgs-1-T
SoA0101806B	Sor-ACan_018-Ex1-6B-lcwgs-1-T
SoA0101903G	Sor-ACeb_019-Ex1-3G-lcwgs-1-T
SoA0101907B	Sor-ACan_019-Ex1-7B-lcwgs-1-T
SoA0102002G	Sor-ACeb_020-Ex1-2G-lcwgs-1-T
SoA0102008B	Sor-ACan_020-Ex1-8B-lcwgs-1-T
SoA0102104G	Sor-ACeb_021-Ex1-4G-lcwgs-1-T
SoA0102109B	Sor-ACan_021-Ex1-9B-lcwgs-1-T
SoA0102205G	Sor-ACeb_022-Ex1-5G-lcwgs-1-T
SoA0102210B	Sor-ACan_022-Ex1-10B-lcwgs-1-T
SoA0102311B	Sor-ACan_023-Ex1-11B-lcwgs-1-T
SoA0102412B	Sor-ACan_024-Ex1-12B-lcwgs-1-T
SoA0102501C	Sor-ACan_025-Ex1-1C-lcwgs-1-T
SoA0102602C	Sor-ACan_026-Ex1-2C-lcwgs-1-T
SoA0102703C	Sor-ACan_027-Ex1-3C-lcwgs-1-T
SoA0102804C	Sor-ACan_028-Ex1-4C-lcwgs-1-T
SoA0102905C	Sor-ACan_029-Ex1-5C-lcwgs-1-T
SoA0103006C	Sor-ACan_030-Ex1-6C-lcwgs-1-T
SoA0103107C	Sor-ACan_031-Ex1-7C-lcwgs-1-T
SoA0103208C	Sor-ACan_032-Ex1-8C-lcwgs-1-T
