Sample	Passed Filter	Low Quality	Too Many N	Low Complexity	Too Short	Too Long
Sor-ABur_001-Ex1-6G-lcwgs-1-T	3228096.0	40666.0	412.0	4310.0	112536.0	0.0
Sor-ABur_002-Ex1-7G-lcwgs-1-T	1654046.0	22500.0	220.0	2372.0	55968.0	0.0
Sor-ABur_003-Ex1-8G-lcwgs-1-T	6435352.0	72016.0	664.0	10964.0	75968.0	0.0
Sor-ABur_004-Ex1-9G-lcwgs-1-T	3563230.0	45490.0	472.0	6012.0	116756.0	0.0
Sor-ABur_005-Ex1-10G-lcwgs-1-T	3382662.0	53990.0	392.0	5540.0	169746.0	0.0
Sor-ABur_006-Ex1-11G-lcwgs-1-T	5507012.0	78956.0	600.0	7376.0	308998.0	0.0
Sor-ABur_007-Ex1-12G-lcwgs-1-T	3193794.0	40936.0	360.0	5006.0	66762.0	0.0
Sor-ABur_008-Ex1-1H-lcwgs-1-T	4628834.0	63576.0	604.0	8148.0	99252.0	0.0
Sor-ABur_009-Ex1-2H-lcwgs-1-T	3935360.0	54762.0	476.0	5552.0	183018.0	0.0
Sor-ABur_010-Ex1-3H-lcwgs-1-T	2487430.0	34290.0	298.0	4620.0	108104.0	0.0
Sor-ABur_011-Ex1-4H-lcwgs-1-T	1644210.0	20324.0	148.0	2280.0	77798.0	0.0
Sor-ABur_012-Ex1-5H-lcwgs-1-T	1529006.0	20484.0	178.0	2152.0	64400.0	0.0
Sor-ABur_013-Ex1-6H-lcwgs-1-T	1555072.0	22900.0	226.0	2312.0	58898.0	0.0
Sor-ABur_014-Ex1-7H-lcwgs-1-T	3202262.0	39846.0	388.0	4758.0	68296.0	0.0
Sor-ABur_015-Ex1-8H-lcwgs-1-T	1775486.0	21298.0	174.0	3114.0	27222.0	0.0
Sor-ABur_016-Ex1-9H-lcwgs-1-T	1915172.0	22700.0	206.0	2824.0	55870.0	0.0
Sor-ACan_001-Ex1-1A-lcwgs-1-T	2123904.0	43276.0	320.0	2982.0	53224.0	0.0
Sor-ACan_002-Ex1-2A-lcwgs-1-T	2415548.0	33034.0	234.0	2828.0	64140.0	0.0
Sor-ACan_003-Ex1-3A-lcwgs-1-T	2464040.0	36516.0	304.0	2934.0	59858.0	0.0
Sor-ACan_004-Ex1-4A-lcwgs-1-T	6096944.0	76346.0	776.0	7224.0	118382.0	0.0
Sor-ACan_005-Ex1-5A-lcwgs-1-T	5931444.0	74082.0	626.0	7742.0	105528.0	0.0
Sor-ACan_006-Ex1-6A-lcwgs-1-T	11695882.0	151792.0	1592.0	18092.0	141904.0	0.0
Sor-ACan_007-Ex1-7A-lcwgs-1-T	7299756.0	91256.0	830.0	7854.0	120012.0	0.0
