Sample	Unique Reads	Duplicate Reads
Sor-ACeb_001-Ex1-8E-lcwgs-1-2.clmp.fp2_repr.R1	626184.0	5334.0
Sor-ACeb_001-Ex1-8E-lcwgs-1-2.clmp.fp2_repr.R2	625928.0	5590.0
Sor-ACeb_002-Ex1-9E-lcwgs-1-2.clmp.fp2_repr.R1	97270.0	953.0
Sor-ACeb_002-Ex1-9E-lcwgs-1-2.clmp.fp2_repr.R2	97331.0	892.0
Sor-ACeb_003-Ex1-10E-lcwgs-1-2.clmp.fp2_repr.R1	279125.0	898.0
Sor-ACeb_003-Ex1-10E-lcwgs-1-2.clmp.fp2_repr.R2	278980.0	1043.0
Sor-ACeb_004-Ex1-11E-lcwgs-1-2.clmp.fp2_repr.R1	192770.0	1656.0
Sor-ACeb_004-Ex1-11E-lcwgs-1-2.clmp.fp2_repr.R2	192902.0	1524.0
Sor-ACeb_005-Ex1-12E-lcwgs-1-2.clmp.fp2_repr.R1	36253.0	320.0
Sor-ACeb_005-Ex1-12E-lcwgs-1-2.clmp.fp2_repr.R2	36274.0	299.0
Sor-ACeb_006-Ex1-1F-lcwgs-1-2.clmp.fp2_repr.R1	29056.0	140.0
Sor-ACeb_006-Ex1-1F-lcwgs-1-2.clmp.fp2_repr.R2	29035.0	161.0
Sor-ACeb_007-Ex1-2F-lcwgs-1-2.clmp.fp2_repr.R1	14831.0	65.0
Sor-ACeb_007-Ex1-2F-lcwgs-1-2.clmp.fp2_repr.R2	14833.0	63.0
Sor-ACeb_008-Ex1-3F-lcwgs-1-2.clmp.fp2_repr.R1	36637.0	115.0
Sor-ACeb_008-Ex1-3F-lcwgs-1-2.clmp.fp2_repr.R2	36624.0	128.0
Sor-ACeb_009-Ex1-4F-lcwgs-1-2.clmp.fp2_repr.R1	10780.0	41.0
Sor-ACeb_009-Ex1-4F-lcwgs-1-2.clmp.fp2_repr.R2	10776.0	45.0
Sor-ACeb_010-Ex1-5F-lcwgs-1-2.clmp.fp2_repr.R1	51943.0	294.0
Sor-ACeb_010-Ex1-5F-lcwgs-1-2.clmp.fp2_repr.R2	51921.0	316.0
Sor-ACeb_011-Ex1-6F-lcwgs-1-2.clmp.fp2_repr.R1	16045.0	178.0
Sor-ACeb_011-Ex1-6F-lcwgs-1-2.clmp.fp2_repr.R2	16041.0	182.0
Sor-ACeb_012-Ex1-7F-lcwgs-1-2.clmp.fp2_repr.R1	92168.0	819.0
Sor-ACeb_012-Ex1-7F-lcwgs-1-2.clmp.fp2_repr.R2	92211.0	776.0
Sor-ACeb_013-Ex1-8F-lcwgs-1-2.clmp.fp2_repr.R1	31466.0	385.0
Sor-ACeb_013-Ex1-8F-lcwgs-1-2.clmp.fp2_repr.R2	31450.0	401.0
Sor-ACeb_014-Ex1-9F-lcwgs-1-2.clmp.fp2_repr.R1	27393.0	249.0
Sor-ACeb_014-Ex1-9F-lcwgs-1-2.clmp.fp2_repr.R2	27422.0	220.0
Sor-ACeb_015-Ex1-10F-lcwgs-1-2.clmp.fp2_repr.R1	38399.0	257.0
Sor-ACeb_015-Ex1-10F-lcwgs-1-2.clmp.fp2_repr.R2	38407.0	249.0
Sor-ACeb_016-Ex1-11F-lcwgs-1-2.clmp.fp2_repr.R1	254500.0	1021.0
Sor-ACeb_016-Ex1-11F-lcwgs-1-2.clmp.fp2_repr.R2	254535.0	986.0
Sor-ACeb_017-Ex1-12F-lcwgs-1-2.clmp.fp2_repr.R1	203942.0	1373.0
Sor-ACeb_017-Ex1-12F-lcwgs-1-2.clmp.fp2_repr.R2	204003.0	1312.0
Sor-ACeb_018-Ex1-1G-lcwgs-1-2.clmp.fp2_repr.R1	39241.0	297.0
Sor-ACeb_018-Ex1-1G-lcwgs-1-2.clmp.fp2_repr.R2	39241.0	297.0
Sor-ACeb_019-Ex1-3G-lcwgs-1-2.clmp.fp2_repr.R1	9327.0	36.0
Sor-ACeb_019-Ex1-3G-lcwgs-1-2.clmp.fp2_repr.R2	9323.0	40.0
Sor-ACeb_020-Ex1-2G-lcwgs-1-2.clmp.fp2_repr.R1	7425.0	39.0
Sor-ACeb_020-Ex1-2G-lcwgs-1-2.clmp.fp2_repr.R2	7420.0	44.0
Sor-ACeb_021-Ex1-4G-lcwgs-1-2.clmp.fp2_repr.R1	1009.0	7.0
Sor-ACeb_021-Ex1-4G-lcwgs-1-2.clmp.fp2_repr.R2	1008.0	8.0
Sor-ACeb_022-Ex1-5G-lcwgs-1-2.clmp.fp2_repr.R1	19514.0	169.0
Sor-ACeb_022-Ex1-5G-lcwgs-1-2.clmp.fp2_repr.R2	19520.0	163.0
Sor-CPnd_001-Ex1-3E-lcwgs-1-2.clmp.fp2_repr.R1	1104701.0	12073.0
Sor-CPnd_001-Ex1-3E-lcwgs-1-2.clmp.fp2_repr.R2	1102811.0	13963.0
Sor-CPnd_002-Ex1-5E-lcwgs-1-2.clmp.fp2_repr.R1	641238.0	5697.0
Sor-CPnd_002-Ex1-5E-lcwgs-1-2.clmp.fp2_repr.R2	640664.0	6271.0
Sor-CPnd_003-Ex1-2B-lcwgs-1-2.clmp.fp2_repr.R1	527753.0	5907.0
Sor-CPnd_003-Ex1-2B-lcwgs-1-2.clmp.fp2_repr.R2	526731.0	6929.0
Sor-CPnd_004-Ex1-1G-lcwgs-1-2.clmp.fp2_repr.R1	1500927.0	17080.0
Sor-CPnd_004-Ex1-1G-lcwgs-1-2.clmp.fp2_repr.R2	1499298.0	18709.0
Sor-CPnd_005-Ex1-3D-lcwgs-1-2.clmp.fp2_repr.R1	1034246.0	17792.0
Sor-CPnd_005-Ex1-3D-lcwgs-1-2.clmp.fp2_repr.R2	1031484.0	20554.0
